Year,Category,Amount,Type
2001,Social Welfare,41933947,Expense
2006,Social Welfare,27539444,Expense
2001,Foreign Aid,18291936,Revenue
2019,Social Welfare,21186385,Expense
2022,Tax Revenue,38603167,Revenue
2019,Social Welfare,4003928,Expense
2022,Infrastructure,15659397,Expense
2004,Grants,42987401,Revenue
2016,Grants,46779417,Revenue
2009,Defense,48293725,Expense
2020,Grants,39877313,Revenue
2002,Foreign Aid,33704220,Revenue
2005,Grants,30042902,Revenue
2022,Defense,44459494,Expense
2015,Social Welfare,16664933,Expense
2022,Infrastructure,11118748,Expense
2022,Foreign Aid,41225801,Revenue
2016,Tax Revenue,29198929,Revenue
2016,Foreign Aid,19967902,Revenue
2006,Healthcare,3941419,Expense
2014,Infrastructure,24532244,Expense
2016,Natural Resources,11688039,Revenue
2010,Social Welfare,43820386,Expense
2016,Foreign Aid,21781699,Revenue
2008,Foreign Aid,32678581,Revenue
2020,Natural Resources,21819144,Revenue
2023,Infrastructure,31555616,Expense
2004,Grants,32300747,Revenue
2013,Healthcare,9135001,Expense
2012,Grants,33363705,Revenue
2017,Infrastructure,48710659,Expense
2001,Tax Revenue,20074019,Revenue
2007,Natural Resources,23782717,Revenue
2012,Education,30892023,Expense
2021,Grants,18486242,Revenue
2022,Defense,19881276,Expense
2005,Tax Revenue,35180647,Revenue
2022,Healthcare,13482241,Expense
2000,Infrastructure,5493537,Expense
2012,Defense,13495248,Expense
2011,Grants,4930901,Revenue
2022,Healthcare,24560881,Expense
2010,Infrastructure,42402453,Expense
2022,Social Welfare,8272634,Expense
2008,Grants,48555893,Revenue
2020,Grants,11989454,Revenue
2018,Foreign Aid,28497674,Revenue
2016,Defense,31431004,Expense
2003,Natural Resources,48172032,Revenue
2005,Infrastructure,24942634,Expense
2004,Infrastructure,19362587,Expense
2009,Healthcare,3185783,Expense
2016,Infrastructure,28212611,Expense
2013,Healthcare,36388396,Expense
2013,Infrastructure,22513053,Expense
2020,Healthcare,16422843,Expense
2020,Grants,28419415,Revenue
2010,Tax Revenue,34663172,Revenue
2020,Tax Revenue,5586201,Revenue
2008,Natural Resources,8764667,Revenue
2014,Social Welfare,12340424,Expense
2005,Healthcare,46289015,Expense
2016,Foreign Aid,43374483,Revenue
2019,Foreign Aid,7471484,Revenue
2000,Foreign Aid,47340290,Revenue
2005,Infrastructure,9385651,Expense
2022,Natural Resources,32071363,Revenue
2011,Healthcare,4347201,Expense
2015,Foreign Aid,10408588,Revenue
2017,Foreign Aid,5839208,Revenue
2001,Natural Resources,41715277,Revenue
2005,Natural Resources,8818050,Revenue
2010,Defense,27333114,Expense
2008,Defense,26786720,Expense
2001,Grants,32369297,Revenue
2021,Foreign Aid,23213812,Revenue
2010,Natural Resources,21416880,Revenue
2004,Infrastructure,36403340,Expense
2018,Foreign Aid,10144730,Revenue
2008,Natural Resources,26165653,Revenue
2006,Infrastructure,19273081,Expense
2018,Social Welfare,40268172,Expense
2022,Natural Resources,36008320,Revenue
2021,Infrastructure,32991909,Expense
2021,Social Welfare,10787774,Expense
2018,Defense,18302225,Expense
2023,Foreign Aid,12091370,Revenue
2009,Education,39610011,Expense
2016,Defense,13789499,Expense
2011,Education,11090996,Expense
2013,Healthcare,2383379,Expense
2014,Foreign Aid,6311993,Revenue
2003,Infrastructure,29278839,Expense
2018,Healthcare,3880945,Expense
2016,Foreign Aid,5280156,Revenue
2005,Education,40121497,Expense
2014,Natural Resources,18058448,Revenue
2019,Natural Resources,24494045,Revenue
2021,Defense,24054725,Expense
2018,Infrastructure,2001869,Expense
2001,Natural Resources,19218965,Revenue
2002,Natural Resources,13892443,Revenue
2007,Social Welfare,17672347,Expense
2005,Natural Resources,17125698,Revenue
2005,Defense,28908324,Expense
2008,Infrastructure,22128839,Expense
2022,Grants,12975788,Revenue
2020,Social Welfare,43913095,Expense
2005,Social Welfare,15351464,Expense
2022,Social Welfare,22276691,Expense
2015,Natural Resources,5977881,Revenue
2001,Healthcare,45608949,Expense
2005,Social Welfare,21568506,Expense
2005,Foreign Aid,29893433,Revenue
2019,Foreign Aid,14809688,Revenue
2021,Defense,37214650,Expense
2008,Foreign Aid,21196067,Revenue
2019,Education,36511473,Expense
2023,Social Welfare,33761354,Expense
2006,Defense,19781285,Expense
2021,Tax Revenue,15351483,Revenue
2017,Grants,1450252,Revenue
2016,Tax Revenue,23093244,Revenue
2012,Tax Revenue,38532722,Revenue
2001,Grants,40216176,Revenue
2005,Social Welfare,42564405,Expense
2017,Grants,24994218,Revenue
2020,Education,39218219,Expense
2009,Infrastructure,28856667,Expense
2012,Natural Resources,45875306,Revenue
2021,Defense,21593430,Expense
2013,Foreign Aid,8968052,Revenue
2016,Social Welfare,26233469,Expense
2015,Healthcare,27220497,Expense
2003,Education,46253550,Expense
2001,Social Welfare,27253829,Expense
2008,Foreign Aid,1402648,Revenue
2010,Social Welfare,9795958,Expense
2001,Natural Resources,5701893,Revenue
2014,Natural Resources,20390616,Revenue
2014,Social Welfare,1200297,Expense
2012,Social Welfare,2955625,Expense
2000,Foreign Aid,47381677,Revenue
2002,Social Welfare,1773172,Expense
2021,Education,29356408,Expense
2007,Grants,42881645,Revenue
2004,Infrastructure,10909628,Expense
2017,Defense,19136056,Expense
2014,Healthcare,38397825,Expense
2012,Healthcare,14745775,Expense
2021,Grants,45329659,Revenue
2005,Grants,46635117,Revenue
2014,Education,1250721,Expense
2006,Defense,17833763,Expense
2006,Education,43665244,Expense
2013,Tax Revenue,41959681,Revenue
2023,Defense,12719323,Expense
2004,Defense,37341350,Expense
2012,Natural Resources,46188642,Revenue
2003,Grants,6659278,Revenue
2021,Natural Resources,39643266,Revenue
2023,Foreign Aid,29089295,Revenue
2009,Defense,36861303,Expense
2009,Healthcare,45966094,Expense
2008,Infrastructure,28418373,Expense
2000,Natural Resources,33640977,Revenue
2019,Infrastructure,24154178,Expense
2007,Natural Resources,17822193,Revenue
2023,Education,28826677,Expense
2023,Social Welfare,27282634,Expense
2015,Defense,19383853,Expense
2009,Foreign Aid,16943737,Revenue
2022,Healthcare,3954399,Expense
2003,Social Welfare,37594158,Expense
2014,Healthcare,6466555,Expense
2015,Foreign Aid,38028599,Revenue
2016,Education,34196064,Expense
2003,Healthcare,30860687,Expense
2004,Social Welfare,9446042,Expense
2002,Grants,39135460,Revenue
2007,Tax Revenue,33341739,Revenue
2016,Foreign Aid,8970592,Revenue
2011,Social Welfare,33457225,Expense
2010,Infrastructure,49785341,Expense
2019,Healthcare,43289625,Expense
2007,Healthcare,43160727,Expense
2018,Healthcare,13451820,Expense
2015,Defense,12158383,Expense
2018,Grants,13778745,Revenue
2013,Defense,38778736,Expense
2000,Social Welfare,9586201,Expense
2008,Education,21313762,Expense
2023,Education,20674214,Expense
2019,Healthcare,39023635,Expense
2008,Social Welfare,12269770,Expense
2008,Defense,27536574,Expense
2012,Social Welfare,3212588,Expense
